"",WG1 H16.06.008,WG4 H16.06.009,WG4 H16.06.010,WG1 H17.06.015,Fold Change,Score
HVCN1,0.296,0.334,0.264,0.263,0.0193,0.018
ABHD6,4.48,4.83,4.72,5.02,0.0263,0.018
MTA3,7.11,7.38,7.66,7.87,0.0312,0.018
FAM53C,1.63,1.93,2.09,2.34,0.0292,0.018
HDAC2,2.18,2.2,2.84,2.79,0.0341,0.0182
ZNF333,2.35,2.6,2.38,2.58,0.0239,0.0182
CCND2-AS1,1.02,0.943,1.34,1.21,0.026,0.0183
ZNF197,1.49,1.65,1.88,1.99,0.0279,0.0184
LOC285389,0.275,0.188,0.363,0.234,0.0212,0.0184
CMAS,2.05,1.85,2.51,2.25,0.0298,0.0185
LOC101930112,0.558,0.666,0.8,0.859,0.0242,0.0185
DCAF8,4.21,4.2,4.43,4.37,0.0238,0.0186
DIABLO,2.55,2.63,2.48,2.53,0.0209,0.0186
ADAM28,0.396,0.286,0.42,0.265,0.0221,0.0186
CMPK2,0.279,0.268,0.471,0.414,0.0231,0.0186
LOC102723636,0.162,0.231,0.721,0.724,0.0326,0.0187
LINC00847,0.313,0.26,0.356,0.261,0.0207,0.0187
LOC100506922,1.51,1.2,1.21,0.839,0.0277,0.0187
ARMC7,0.298,0.426,0.503,0.583,0.0235,0.0187
LOC101929549,0.327,0.18,0.349,0.155,0.0232,0.0187
EFCAB14,1.82,1.75,2.16,2.04,0.0271,0.0188
ATG4D,0.866,0.994,1.06,1.14,0.0233,0.0188
TMEM184B,2.84,3.83,3.65,4.55,0.0439,0.0188
NSUN4,1.4,1.73,1.89,2.16,0.031,0.0188
PLAT,0.521,0.383,0.55,0.365,0.0231,0.0188
NEIL2,1.07,0.923,1.57,1.36,0.0313,0.0189
GPATCH11,1.34,1.22,1.67,1.49,0.0269,0.0189
KMT2B,1.26,1.37,1.56,1.63,0.0263,0.0189
ARGLU1,7.69,7.38,7.08,6.69,0.0366,0.0191
FUNDC1,0.416,0.308,0.44,0.287,0.0226,0.0191
MFSD1,1.86,1.62,2.03,1.73,0.0265,0.0191
LRFN3,0.301,0.285,0.466,0.404,0.023,0.0191
LARP6,1.24,0.92,1.7,1.32,0.0307,0.0191
GID4,0.775,0.957,1.19,1.31,0.0296,0.0192
ADAMTS9-AS2,0.836,0.624,0.741,0.477,0.0257,0.0192
FGD5-AS1,1.52,1.4,1.71,1.54,0.0238,0.0192
ZNF222,0.234,0.257,0.357,0.337,0.022,0.0192
GATSL2,1.86,2.86,2.65,3.55,0.0452,0.0193
MFI2,0.776,0.427,1.22,0.814,0.0307,0.0193
WDR25,1.85,2.22,2.12,2.44,0.0287,0.0193
PTP4A1,0.59,0.463,0.822,0.644,0.025,0.0194
IER2,0.39,0.26,0.526,0.349,0.0236,0.0194
CRAT,0.466,0.408,0.643,0.537,0.0236,0.0194
SLC5A10,0.738,0.893,0.537,0.641,0.0256,0.0194
FBXO2,0.54,0.295,0.705,0.406,0.0269,0.0194
MYCBPAP,0.182,0.129,0.431,0.327,0.0256,0.0195
LOC105376331,0.349,0.285,0.367,0.26,0.0218,0.0195
LOC102724040,0.818,0.887,0.66,0.68,0.0245,0.0195
VPS18,0.396,0.402,0.547,0.507,0.0231,0.0195
VBP1,1.36,1.13,1.5,1.21,0.0267,0.0196
LOC105370832,1.32,1.16,1.21,0.997,0.0247,0.0196
SLBP,1.22,1.25,1.63,1.6,0.0299,0.0196
VASP,0.323,0.384,0.547,0.558,0.0251,0.0196
LRRC43,0.386,0.516,0.308,0.393,0.0226,0.0197
PIN4,2.15,2.31,2.57,2.67,0.0305,0.0197
SUCLG2-AS1,1.93,1.55,2.08,1.64,0.0311,0.0197
GNB1,5.88,6.34,6.41,6.8,0.0335,0.0197
LRP2,0.542,0.433,0.581,0.425,0.0234,0.0197
ZFP69B,0.671,0.853,1.21,1.33,0.0339,0.0197
CDC42SE1,2.72,2.63,2.56,2.41,0.025,0.0197
RPL21P44,0.533,0.66,0.87,0.94,0.0284,0.0197
XPO4,5.07,5.26,5.02,5.16,0.0243,0.0197
GPC3,0.807,0.811,0.664,0.619,0.0244,0.0198
RIMBP2,7.55,7.82,8.41,8.59,0.0426,0.0198
ZNF598,0.405,0.311,0.615,0.471,0.025,0.0198
SS18L1,2.32,2.49,3.43,3.51,0.0496,0.0198
KDELR3,0.249,0.327,0.261,0.295,0.0214,0.0198
LOC102724438,0.277,0.293,0.34,0.314,0.0211,0.0199
MKLN1-AS,0.844,0.697,0.923,0.727,0.0247,0.0199
ZNF32-AS3,0.481,0.563,0.447,0.486,0.0216,0.0199
ATG3,1.01,1.11,1.15,1.2,0.0232,0.0199
CSMD1,12.3,12.3,12.6,12.5,0.0266,0.0199
LOC145783,1.11,1.16,1.32,1.32,0.0251,0.02
CAHM,0.687,0.394,0.767,0.416,0.0291,0.02
PHF21A,5.51,5.84,6.36,6.6,0.0427,0.02
THAP1,0.429,0.382,0.482,0.39,0.0219,0.02
LOC101928351,0.601,0.43,0.654,0.431,0.0256,0.02
KIAA1324L,3.58,3.55,4.59,4.47,0.0472,0.02
RGAG1,0.818,0.384,0.936,0.435,0.0334,0.0201
LOC105369195,0.32,0.297,0.503,0.431,0.0246,0.0201
THOC5,1.23,1.6,1.79,2.08,0.0349,0.0201
SLC11A1,0.263,0.339,0.286,0.319,0.0217,0.0201
LINC01311,0.436,0.174,0.594,0.275,0.0285,0.0202
SNX27,3.74,4.1,4.11,4.41,0.0299,0.0202
PPIG,4.32,4.59,4.39,4.61,0.0273,0.0202
LAMA5,0.225,0.336,0.27,0.335,0.0228,0.0202
ALOX12P2,1.93,2.11,2.84,2.93,0.0452,0.0202
APAF1,1.68,1.64,1.85,1.77,0.0246,0.0202
C4BPA,0.378,0.424,0.259,0.257,0.0244,0.0203
RPL24,2.21,1.64,2.47,1.82,0.0377,0.0203
COA4,0.874,0.734,0.863,0.673,0.025,0.0203
PSMD4,2.36,2.35,2.98,2.9,0.0372,0.0203
LOC105377949,0.552,0.567,0.351,0.311,0.0269,0.0204
HM13,3.92,4.71,4.78,5.48,0.0437,0.0204
VIL1,0.282,0.239,0.31,0.222,0.0222,0.0204
C6orf203,1.31,1.62,1.56,1.81,0.0284,0.0204
RNF20,1.6,1.53,2.01,1.87,0.0312,0.0204
LOC105369927,0.495,0.428,0.352,0.234,0.0253,0.0204
CREBBP,5.32,5.91,5.75,6.26,0.0364,0.0204
AMBRA1,6.33,6.28,6.5,6.41,0.0248,0.0204
LOC101927157,0.369,0.376,0.368,0.333,0.0211,0.0205
LOC285500,1.46,1.2,1.79,1.47,0.0291,0.0205
ZBTB40,1.25,1.29,1.71,1.68,0.0329,0.0205
ZFY,0.0169,0.0117,2.81,2.61,0.0986,0.0205
ZADH2,1.68,1.72,2.37,2.33,0.0395,0.0205
TOLLIP-AS1,0.351,0.205,0.379,0.182,0.0255,0.0205
MGME1,0.365,0.464,0.414,0.467,0.0228,0.0206
SYT3,1.21,1.69,1.39,1.8,0.0335,0.0206
NIT2,1.02,0.848,1.24,1.02,0.0264,0.0206
DDX1,3.51,3.45,3.84,3.73,0.0296,0.0206
LOC105371010,0.256,0.408,0.36,0.463,0.0243,0.0206
ACAA2,0.638,0.521,0.84,0.671,0.0258,0.0206
MAP7D1,2.55,2.75,3.4,3.51,0.0441,0.0207
FAM46D,0.473,0.601,0.306,0.381,0.0264,0.0207
LOC105369609,0.519,0.611,0.522,0.569,0.0228,0.0208
COL14A1,0.445,0.429,0.518,0.457,0.0223,0.0208
LOC105373536,0.305,0.604,0.365,0.606,0.0288,0.0208
LOC105372279,0.667,0.673,0.571,0.529,0.0244,0.0208
LOC101929289,0.892,0.638,0.858,0.545,0.0292,0.0208
DGCR6L,0.576,0.372,0.832,0.572,0.0277,0.0209
NRL,0.296,0.385,0.319,0.362,0.0229,0.0209
EPC1,7.01,7.05,6.91,6.91,0.0243,0.0209
RAB24,1.19,0.989,1.53,1.27,0.0301,0.0209
SLC35G1,0.253,0.27,0.37,0.34,0.0237,0.0209
NEU1,0.577,0.493,0.611,0.478,0.0242,0.021
KLB,0.309,0.28,0.324,0.25,0.0225,0.021
LINC00664,0.247,0.285,0.47,0.454,0.0268,0.021
ENTPD1,0.958,0.863,0.857,0.713,0.0247,0.021
SHBG,0.276,0.267,0.293,0.24,0.022,0.021
BCAR1,1.84,1.9,2.94,2.9,0.0522,0.0211
TCTA,1.52,1.19,2.31,1.89,0.0433,0.0211
UBR4,4.18,4.44,5.1,5.26,0.047,0.0211
MKL1,7,7.05,7.14,7.15,0.0248,0.0211
EXOSC9,1.07,0.949,1.28,1.11,0.0268,0.0211
TMEM123,0.657,0.658,0.543,0.494,0.0253,0.0212
FLJ21408,0.342,0.425,0.574,0.603,0.0273,0.0212
KLHDC3,2.14,2.08,2.67,2.54,0.036,0.0212
BANF1,1,0.697,1,0.63,0.0314,0.0212
LOC102724023,0.323,0.192,0.349,0.166,0.026,0.0213
HPD,0.279,0.33,0.254,0.259,0.0227,0.0213
PGGT1B,2.23,2.23,2.3,2.25,0.0226,0.0213
IDI2-AS1,0.512,0.481,0.524,0.447,0.023,0.0213
LAMTOR4,1.46,1.37,1.35,1.21,0.0254,0.0214
MMGT1,0.483,0.499,0.574,0.544,0.0235,0.0214
ADAMTS18,0.45,0.235,0.596,0.323,0.0288,0.0214
ZNF304,0.884,0.73,1.13,0.92,0.028,0.0214
EFNA3,0.307,0.196,0.501,0.337,0.0265,0.0214
RPRML,1.38,0.579,1.85,0.955,0.0471,0.0214
JAZF1-AS1,0.833,0.802,1.2,1.11,0.0318,0.0215
EXTL3,1.29,1.55,1.75,1.94,0.0344,0.0215
DHX33,1.96,2.19,2.33,2.49,0.0318,0.0215
GPX7,0.257,0.333,0.416,0.441,0.0256,0.0216
CUL4B,1.64,1.65,1.94,1.89,0.0299,0.0216
RABL6,2.95,3.3,4.1,4.34,0.0551,0.0216
ZBTB44,3.34,3.59,3.79,3.98,0.0344,0.0216
BTC,0.228,0.691,0.237,0.63,0.0347,0.0216
CHST10,1.27,1.31,1.74,1.71,0.035,0.0216
OXCT1,3.56,4.28,3.49,4.13,0.0423,0.0216
TMEM132A,1.1,1.68,1.29,1.79,0.0383,0.0216
LOC101928829,0.34,0.207,0.363,0.177,0.0266,0.0217
SLC25A1,0.668,0.494,0.803,0.573,0.0279,0.0217
KPNA6,3.9,4.49,4.46,4.97,0.0386,0.0217
MRPL22,1.54,1.33,1.81,1.54,0.0292,0.0217
RNASET2,1.7,2.12,2.23,2.57,0.0368,0.0217
LOC100506578,1,1.2,0.689,0.827,0.0324,0.0218
GUK1,2.98,1.61,3.75,2.25,0.0661,0.0218
ATG9A,1.17,1.14,1.36,1.27,0.0268,0.0218
H1FX,1.43,1.03,1.72,1.25,0.0353,0.0218
ARHGAP27,0.247,0.313,0.308,0.328,0.0232,0.0219
PEAK1,4.41,4.31,5.45,5.24,0.0524,0.0219
C12orf56,0.607,0.639,0.495,0.475,0.0262,0.0219
SCRIB,0.405,0.42,0.587,0.548,0.0269,0.0221
ASB13,0.73,0.788,1.04,1.04,0.0309,0.0221
ZNF542P,0.893,0.763,1.07,0.883,0.027,0.0221
ASL,0.779,0.991,1.29,1.43,0.0369,0.0221
VAX2,0.505,0.523,0.797,0.754,0.0304,0.0222
RNF216,5.09,5.78,5.5,6.11,0.0427,0.0222
INPP5K,0.704,0.872,1.01,1.11,0.0308,0.0222
LOC105370772,0.406,0.445,0.281,0.267,0.0271,0.0223
ZNF134,0.276,0.299,0.518,0.483,0.029,0.0223
KLF9,3.25,2.66,3.83,3.15,0.0423,0.0223
ANKRD35,0.402,0.662,0.677,0.876,0.03,0.0223
ACACA,7.79,7.92,8.1,8.16,0.0313,0.0224
LOC102723568,0.338,0.371,0.263,0.244,0.0256,0.0224
SNRNP27,0.662,0.659,0.757,0.705,0.0247,0.0224
CLCN7,2.24,2.6,2.96,3.22,0.0437,0.0224
KCNJ3,8.51,8.94,8.04,8.38,0.0387,0.0224
URB1,2.43,3.13,3,3.62,0.0433,0.0224
LOC105378821,0.277,0.249,0.523,0.437,0.0293,0.0224
MARCH2,1.14,1.16,1.41,1.36,0.0299,0.0225
AIDA,1.37,1.41,1.5,1.48,0.0258,0.0225
LOC105377712,3.08,2.67,2.89,2.4,0.0369,0.0225
EXO5,0.38,0.497,0.451,0.516,0.0255,0.0226
LOC101927335,0.848,0.798,0.767,0.665,0.0261,0.0226
DIS3L2,5.58,6.13,5.94,6.42,0.039,0.0226
ZFPM1,1.38,1.37,1.99,1.89,0.0408,0.0226
ENO1,2.37,1.9,3.23,2.66,0.0488,0.0227
HLCS,6.9,7.55,7.24,7.8,0.0422,0.0227
KBTBD2,1.27,1.27,1.34,1.29,0.0242,0.0227
GPR22,4.64,4.34,3.57,3.15,0.0589,0.0227
PTGFRN,0.618,0.69,1.11,1.1,0.0373,0.0228
ZNF213,0.344,0.346,0.428,0.381,0.0247,0.0228
UBXN11,1.12,1.49,1.39,1.69,0.0335,0.0228
LOC105369558,0.356,0.352,0.264,0.206,0.0267,0.0228
TINF2,0.531,0.445,0.528,0.389,0.0265,0.0229
ASMT,0.474,0.574,0.505,0.556,0.0253,0.0229
LOC100287015,0.375,0.3,0.433,0.305,0.0262,0.0229
SEMA5A,10.1,10.3,9.8,9.93,0.033,0.0229
VAT1,0.236,0.221,0.327,0.261,0.0251,0.023
ZNF843,0.336,0.234,0.571,0.409,0.0297,0.0231
RTN2,1.11,1.36,1.99,2.14,0.0501,0.0231
BCDIN3D,0.413,0.423,0.58,0.535,0.0277,0.0231
MYEOV2,2.41,2.15,1.7,1.35,0.0479,0.0231
LOC101929426,0.297,0.332,0.222,0.204,0.0266,0.0232
LOC101929298,0.54,0.582,0.358,0.339,0.0303,0.0233
SNHG1,0.539,0.612,0.552,0.576,0.0249,0.0233
ASB16-AS1,0.504,0.56,0.695,0.694,0.0287,0.0233
TMEM180,2.02,1.61,2.67,2.17,0.0433,0.0234
LOC105374470,0.855,0.926,0.62,0.626,0.0322,0.0234
LOC105373021,0.215,0.174,0.463,0.36,0.0306,0.0235
TSACC,0.353,0.375,0.291,0.26,0.0264,0.0235
GPATCH8,7.77,7.88,8.01,8.06,0.0305,0.0235
TRNAU1AP,2.48,2.85,3.44,3.7,0.0535,0.0235
ZNF543,0.552,0.603,0.697,0.693,0.0274,0.0235
LOC105375459,0.884,0.69,0.811,0.555,0.031,0.0235
MOXD1,2.61,0.857,2.77,0.852,0.0846,0.0235
TANGO2,1.8,2.12,2.5,2.73,0.0455,0.0236
TMEM198B,0.379,0.246,0.666,0.469,0.0321,0.0236
PAF1,0.255,0.252,0.357,0.301,0.0263,0.0237
TXN,2.04,1.63,1.97,1.48,0.0388,0.0237
STXBP3,4.37,3.92,5.13,4.59,0.0476,0.0238
SPAST,3.69,4.48,3.77,4.47,0.0488,0.0238
KLHL11,1.12,0.972,1.59,1.36,0.0382,0.0238
UGP2,3.35,3.19,3.92,3.68,0.0415,0.0238
LOC105377998,0.82,1.1,0.459,0.664,0.0372,0.0238
STMN1,2.25,1.25,2.6,1.48,0.0596,0.0238
ZNF77,0.596,0.693,0.724,0.766,0.0272,0.0238
XYLB,3.1,2.97,4.2,3.95,0.0589,0.0239
RBM45,1.1,1.02,1.35,1.2,0.0312,0.024
RAN,1.34,0.833,1.54,0.955,0.0425,0.024
LOC105377714,0.585,0.651,0.395,0.398,0.0315,0.024
FTL,5.02,3.27,5.3,3.37,0.0868,0.024
RFC1,2.4,2.65,2.44,2.63,0.0316,0.024
TUBG1,0.367,0.398,0.502,0.478,0.0277,0.024
NHEJ1,0.629,0.689,0.764,0.769,0.0277,0.0241
ZMYM4,6.71,6.94,6.79,6.96,0.0309,0.0241
WDPCP,8.38,8.26,8.25,8.07,0.0296,0.0241
ZDHHC4,0.33,0.431,0.341,0.389,0.0267,0.0241
LOC102724625,0.611,0.55,0.533,0.416,0.0278,0.0242
ZNF32,1.35,1.25,1.74,1.57,0.0365,0.0242
OTUD7B,1.74,2.13,2.36,2.66,0.0438,0.0242
TAB1,1.23,1.37,1.73,1.79,0.04,0.0242
NRIP2,0.326,0.378,0.247,0.243,0.028,0.0243
SPDYE6,0.379,0.354,0.271,0.187,0.029,0.0243
LOC105376609,0.682,0.322,1.06,0.62,0.038,0.0243
STX17-AS1,0.407,0.455,0.519,0.511,0.0272,0.0244
MRPS26,1.76,1.55,1.89,1.61,0.0328,0.0244
CEP120,1.55,2.12,1.83,2.3,0.0423,0.0244
ADIPOR1,1.14,1.11,1.43,1.34,0.0335,0.0244
PEMT,1.14,1.57,1.53,1.89,0.038,0.0244
CCDC146,2.4,2.93,2.53,2.98,0.0413,0.0244
LOC105376591,0.489,0.456,0.491,0.405,0.0266,0.0245
CEP85,1.61,1.68,2.12,2.11,0.0409,0.0246
USP1,0.712,0.772,0.897,0.897,0.03,0.0246
SMAP2,4.55,4.78,5.39,5.51,0.052,0.0247
ZNF37BP,4.54,4.82,5.26,5.44,0.0483,0.0248
LOC105374168,0.956,1.11,0.845,0.943,0.0297,0.0248
SNX16,0.81,0.864,1.16,1.15,0.036,0.0248
PLEK2,0.71,0.449,0.55,0.219,0.0352,0.0248
LOC105370785,0.641,0.616,0.423,0.33,0.0337,0.0248
TMBIM4,3.01,2.9,3.01,2.84,0.0298,0.0249
ACSF3,1.53,1.91,2.32,2.59,0.0508,0.0249
DHX29,4.33,4.5,4.26,4.38,0.03,0.0249
SDHC,1.5,1.62,1.7,1.75,0.0307,0.0249
LOC101928512,0.53,0.444,0.629,0.485,0.029,0.0249
LOC101927124,1.36,1.26,1.15,0.983,0.0336,0.025
LOC105374493,1.18,1.02,1.42,1.2,0.0326,0.025
ATL2,4.09,4.09,4.13,4.07,0.0261,0.0251
EPG5,3.72,4.1,4.28,4.57,0.0434,0.0251
AGPS,4.41,4,5.11,4.6,0.048,0.0251
CA5BP1,1.46,1.3,2.08,1.83,0.0455,0.0251
ETV1,0.828,0.974,0.421,0.486,0.041,0.0251
DBP,0.568,0.532,0.887,0.78,0.0352,0.0251
NGDN,0.656,0.7,0.854,0.836,0.0311,0.0251
CENPL,0.407,0.404,0.464,0.408,0.0263,0.0252
RPA3,2.27,2.41,1.64,1.69,0.0494,0.0252
SH3GLB1,2.92,2.91,3.3,3.21,0.0372,0.0252
LOC101927280,0.351,0.372,0.41,0.378,0.0264,0.0252
HSPA14,2.54,2.58,2.97,2.93,0.0393,0.0252
RPARP-AS1,1.1,0.855,1.68,1.34,0.0442,0.0253
CNPY4,0.382,0.497,0.515,0.572,0.029,0.0253
ALG13,3.07,3.19,3.08,3.15,0.0286,0.0253
POMP,1.42,1.17,1.52,1.2,0.0355,0.0253
HNRNPAB,0.497,0.506,0.649,0.598,0.0297,0.0253
PUM1,5.71,6.09,5.95,6.27,0.0379,0.0254
LOC101928161,0.418,0.217,0.517,0.248,0.0338,0.0254
LOC105371255,0.289,0.14,0.432,0.219,0.0319,0.0254
FAM178A,3.75,4.22,3.75,4.14,0.0412,0.0255
STIL,0.431,0.503,0.626,0.635,0.0314,0.0255
METTL12,0.611,0.568,0.546,0.444,0.0289,0.0255
MRAS,3.04,3.17,4.04,4.05,0.0596,0.0255
TP53INP1,0.5,0.285,0.899,0.606,0.0386,0.0256
MED30,0.857,0.806,0.913,0.805,0.0285,0.0256
BHMG1,0.276,0.338,0.293,0.302,0.0269,0.0256
MAGOHB,1.18,1.1,1.23,1.09,0.0298,0.0257
MPP4,0.689,0.749,0.818,0.82,0.0294,0.0257
SNAP91,8.24,8.36,8.64,8.67,0.0388,0.0258
NELFA,3.88,4.75,4.6,5.36,0.0555,0.0258
SLC25A5,0.731,0.562,0.723,0.487,0.0332,0.0258
CCNB1IP1,1.05,0.979,1.28,1.14,0.033,0.0259
MCM7,0.202,0.281,0.323,0.343,0.0293,0.0259
TFR2,0.484,0.615,0.617,0.689,0.0297,0.0259
LOC105377356,0.517,0.532,0.463,0.419,0.0291,0.026
NUDT11,0.276,0.243,0.316,0.226,0.0284,0.0261
C12orf73,0.682,0.49,0.719,0.458,0.0345,0.0261
AQP3,0.437,0.112,0.572,0.168,0.0396,0.0261
TBC1D1,7.57,7.37,7.54,7.28,0.0346,0.0262
APRT,0.737,0.576,0.695,0.467,0.0335,0.0263
RCN2,4.32,4.17,4.27,4.04,0.0333,0.0263
MDN1,4.87,5.49,5.32,5.84,0.0474,0.0263
SLC25A31,0.298,0.279,0.332,0.257,0.0281,0.0263
PFKFB4,1.05,0.988,1.7,1.54,0.0488,0.0264
SERPINB1,0.609,0.648,0.472,0.444,0.0328,0.0264
CALR,0.972,0.852,1.07,0.882,0.0321,0.0265
IP6K1,4.75,5.24,4.91,5.31,0.0431,0.0265
RAB11B-AS1,0.32,0.347,0.3,0.271,0.0282,0.0265
RSBN1,2.75,2.74,3.15,3.06,0.0399,0.0265
KATNA1,1.22,1.46,1.35,1.52,0.0342,0.0265
CTHRC1,0.372,0.364,0.373,0.309,0.0278,0.0265
PIGV,0.251,0.207,0.414,0.307,0.0314,0.0265
ANKRD37,0.868,0.625,0.979,0.662,0.037,0.0265
KPNA7,0.476,0.643,0.278,0.374,0.0353,0.0265
PTPN4,7.03,7.14,7.32,7.35,0.0358,0.0265
LINC00320,5.16,3.32,5.64,3.61,0.0994,0.0266
CHAF1A,0.775,1.08,0.836,1.06,0.0365,0.0266
MROH9,0.748,0.993,0.484,0.653,0.038,0.0266
PAK7,4.83,4.32,6.29,5.62,0.0788,0.0266
NRF1,5.53,5.46,5.96,5.81,0.0413,0.0267
DIEXF,0.982,1.05,1.42,1.4,0.0415,0.0267
ZNF730,0.461,0.344,0.493,0.311,0.0323,0.0267
ZNF124,1.81,2.1,1.88,2.09,0.0362,0.0267
LOC105376017,0.291,0.194,0.61,0.438,0.0374,0.0268
SLC38A7,1.4,1.77,1.92,2.21,0.045,0.0268
TOP3A,2.37,3.07,2.77,3.36,0.0513,0.0268
STRA13,0.401,0.329,0.466,0.332,0.0308,0.0268
ZIK1,0.356,0.389,0.499,0.47,0.0311,0.0269
LOC102723512,0.971,1.23,1.33,1.51,0.0391,0.0269
LOC100996660,1.09,1.02,1.82,1.65,0.0528,0.0269
DBR1,0.384,0.479,0.489,0.524,0.0298,0.0269
CDC27,6.36,6.54,6.77,6.87,0.0411,0.027
CDK4,0.952,0.944,1,0.94,0.0284,0.027
ABCD3,2.95,3.07,3.25,3.29,0.0369,0.027
MGAT5,3.05,3.6,4.45,4.84,0.0772,0.027
SUOX,0.507,0.617,0.733,0.775,0.0343,0.027
LOC105375158,0.592,0.691,0.777,0.811,0.0328,0.027
LOC105376759,0.384,0.299,0.457,0.309,0.0314,0.027
KIAA1024,0.432,0.699,0.264,0.46,0.0358,0.027
NUDT14,0.277,0.133,0.43,0.218,0.0339,0.027
PET100,0.606,0.481,0.54,0.349,0.0331,0.0271
ARHGAP42,0.431,0.591,0.375,0.471,0.032,0.0271
MON2,7.24,7.75,7.24,7.66,0.0448,0.0271
ZNF570,0.42,0.561,0.517,0.595,0.0313,0.0271
LOC101928373,0.596,0.552,0.487,0.378,0.0325,0.0271
NF2,2.53,3.06,3.19,3.62,0.0508,0.0271
SPCS1,1.91,1.15,1.8,0.928,0.0585,0.0272
ING3,0.966,0.99,1.19,1.15,0.0346,0.0272
OVCH1-AS1,1.71,1.43,1.47,1.11,0.0395,0.0272
AP1M1,1.41,1.56,2,2.05,0.0482,0.0273
RABIF,0.716,0.627,1.03,0.863,0.0379,0.0273
RYR1,0.777,1.3,1.07,1.5,0.0457,0.0273
ZC2HC1C,0.283,0.327,0.306,0.294,0.0279,0.0273
HSPD1,2.14,2.49,2.35,2.62,0.0396,0.0273
LOC105376663,0.275,0.308,0.399,0.37,0.0309,0.0274
PRKRIR,1.28,1.36,1.83,1.81,0.0466,0.0274
ZC2HC1B,0.74,0.877,0.859,0.933,0.0315,0.0274
LOC105377329,0.324,0.263,0.382,0.259,0.031,0.0274
LOC105369335,0.464,0.338,0.586,0.392,0.0336,0.0274
WNT3,0.452,0.462,0.453,0.405,0.0285,0.0274
POLE3,0.348,0.287,0.366,0.242,0.0311,0.0275
KBTBD3,1.7,1.55,1.76,1.54,0.0348,0.0276
API5,3.32,3.57,3.58,3.75,0.0363,0.0276
LOC105378636,0.26,0.192,0.511,0.372,0.0361,0.0277
LOC105378340,0.299,0.251,0.323,0.213,0.0307,0.0277
RPL23AP82,2.11,2.08,1.86,1.74,0.0391,0.0277
ZBTB8OS,4.81,5.45,4.98,5.52,0.0509,0.0277
SMARCD1,1.21,1.23,1.47,1.42,0.0364,0.0277
LACTB,1.78,1.7,2.13,1.97,0.0397,0.0277
NOX1,0.477,0.528,0.345,0.327,0.0343,0.0277
TRIP4,3.17,3.9,3.47,4.09,0.0543,0.0278
AKR1E2,1.11,0.939,1.8,1.52,0.0525,0.0278
FBN2,0.617,0.68,0.448,0.438,0.0359,0.0278
EIF1,3.87,2.72,3.81,2.5,0.0764,0.0279
RASA1,7.71,7.86,7.07,7.11,0.0552,0.0279
TMEM208,1.13,0.751,1.1,0.634,0.0446,0.0279
LRP3,1.03,1.34,1.49,1.71,0.0442,0.0279
LRRTM1,1.49,1.42,1.4,1.27,0.0326,0.0279
HOOK3,4.96,5.21,5.58,5.73,0.0504,0.0279
LOC105371658,0.571,0.676,0.483,0.522,0.0327,0.0279
FN3K,1.45,1.66,1.78,1.91,0.0393,0.0279
C11orf84,0.581,0.772,0.904,1.02,0.0392,0.028
ZNF280C,1.61,1.7,1.86,1.87,0.0363,0.028
NARFL,1.49,1.56,1.83,1.82,0.0401,0.0281
VPS53,6.19,6.47,6.9,7.07,0.0542,0.0281
RAB39B,0.476,0.368,0.65,0.475,0.0338,0.0281
TRAPPC1,0.467,0.333,0.539,0.335,0.0349,0.0281
TUBB4B,1.82,0.97,2.36,1.39,0.0644,0.0281
BABAM1,1.78,1.87,2.17,2.18,0.0422,0.0282
SCIMP,1.82,2.04,1.51,1.64,0.0421,0.0282
R3HCC1,0.486,0.438,0.766,0.642,0.0378,0.0282
LIPT1,0.828,0.986,0.814,0.906,0.0332,0.0282
SUMF1,5.18,5.84,4.95,5.51,0.0526,0.0282
CASP8AP2,2.68,3,3.11,3.35,0.0438,0.0282
SEPT3,1.8,2.52,2.58,3.19,0.0573,0.0283
ABCD2,1.45,1.41,1.68,1.56,0.0359,0.0283
CASP8,1.14,1.28,0.793,0.842,0.044,0.0283
TRAIP,0.822,0.961,0.936,1.01,0.0326,0.0284
KLHL10,0.29,0.37,0.23,0.245,0.0321,0.0284
GRIP1,5.27,7.24,5.8,7.56,0.103,0.0284
FBXO42,5,5.74,5.49,6.11,0.0558,0.0284
JPH3,3.29,4.11,4.64,5.31,0.0798,0.0284
ZNF850,0.516,0.634,0.521,0.576,0.032,0.0285
NAP1L5,0.914,0.655,0.963,0.624,0.0406,0.0285
FAM207A,1.04,0.849,1.49,1.22,0.0451,0.0285
BACH1,0.726,0.707,0.83,0.748,0.0314,0.0285
SLC7A3,0.54,0.513,0.402,0.303,0.0356,0.0285
HADH,1.64,1.62,2.13,2.01,0.0461,0.0285
ARL1,1.06,0.95,1.19,1.02,0.0343,0.0286
LOC105372185,0.283,0.402,0.285,0.34,0.0321,0.0286
ALG1L2,0.434,0.569,0.396,0.465,0.0328,0.0286
LOC105371871,1.15,1.44,1.45,1.66,0.0392,0.0286
FAM222A-AS1,0.33,0.163,0.428,0.188,0.0369,0.0286
LOC105372226,0.877,0.921,0.663,0.629,0.0389,0.0287
ZCWPW1,0.868,0.74,0.98,0.781,0.0354,0.0287
MUS81,0.791,0.967,0.833,0.941,0.0345,0.0287
LOC105369780,0.476,0.468,0.47,0.401,0.0303,0.0287
CCAR2,1.5,1.75,1.5,1.67,0.0375,0.0288
